CCODE,STATE,REG_STRT,REG_END,REG_PARTY,REG_REINST,ELITE_NAME,ELITE_BIRTHDATE,ELITE_DEATHDATE,ELITE_FEMALE,ELITE_REENTER,ELITE_REEXIT,ELITE_CANDENTER,ELITE_CANDEXIT,ELITE_MEMENTER,ELITE_MEMEXIT,ELITE_RETENURE,ELITE_ENTERAGE,ELITE_EXITAGE,ELITE_EXITTYPE,ELITE_EXITFATE,ELITE_EXITLEADER,ELITE_OCCUPATION,,,,,,,,,,
290,Poland,12/31/1944,6/18/1989,Polish United Workers' Party (PZPR),Politburo,"Świątkowski, Henryk",4/2/1896,3/22/1970,0,12/21/1948,5/10/1950,,,12/21/1948,5/10/1950,1.383561644,52.75342466,54.1369863,Resignation,No Punishment,Bierut,Lawyer,,,,,,,,,,
290,Poland,12/31/1944,6/18/1989,Polish United Workers' Party (PZPR),Politburo,"Szlachcic, Franciszek",2/5/1920,11/4/1990,0,12/11/1971,12/12/1975,,,12/11/1971,12/12/1975,4.005479452,51.88219178,55.88767123,Demotion,No Punishment,Gierek,Miner,,,,,,,,,,
290,Poland,12/31/1944,6/18/1989,Polish United Workers' Party (PZPR),Politburo,"Szydlak, Jan",11/24/1925,9/13/1997,0,11/16/1968,8/24/1980,11/16/1968,12/12/1970,12/12/1970,8/24/1980,11.77808219,43.00821918,54.78630137,Demotion,No Punishment,Gierek,Locksmith,,,,,,,,,,
290,Poland,12/31/1944,6/18/1989,Polish United Workers' Party (PZPR),Politburo,"Szyr, Eugeniusz",4/15/1915,1/15/2000,0,6/20/1964,11/11/1968,,,6/20/1964,11/11/1968,4.397260274,49.21643836,53.61369863,Demotion,No Punishment,Gomułka,Party functionary,,,,,,,,,,
290,Poland,12/31/1944,6/18/1989,Polish United Workers' Party (PZPR),Politburo,"Tejchma, Józef",7/14/1927,,0,11/16/1968,2/15/1980,,,11/16/1968,2/15/1980,11.25479452,41.37260274,52.62739726,Demotion,No Punishment,Gierek,Party functionary,,,,,,,,,,
290,Poland,12/31/1944,6/18/1989,Polish United Workers' Party (PZPR),Politburo,"Waniołka, Franciszek",9/2/1912,4/16/1971,0,6/20/1964,11/16/1968,,,6/20/1964,11/16/1968,4.410958904,51.83287671,56.24383562,Demotion,No Punishment,Gomułka,Locksmith,,,,,,,,,,
290,Poland,12/31/1944,6/18/1989,Polish United Workers' Party (PZPR),Politburo,"Waszczuk, Jerzy",4/21/1937,8/19/2016,0,8/24/1980,7/20/1981,8/24/1980,7/20/1981,,,0.904109589,43.37260274,44.27671233,Demotion,No Punishment,Kania,Party functionary,,,,,,,,,,
290,Poland,12/31/1944,6/18/1989,Polish United Workers' Party (PZPR),Politburo,"Werblan, Andrzej",10/30/1924,,0,2/15/1980,12/2/1980,,,2/15/1980,12/2/1980,0.797260274,55.33150685,56.12876712,Demotion,No Punishment,Kania,Cooperative farmer,,,,,,,,,,
290,Poland,12/31/1944,6/18/1989,Polish United Workers' Party (PZPR),Politburo,"Wojtaszek, Emil",8/22/1927,6/17/2017,0,2/15/1980,4/30/1981,2/15/1980,4/30/1981,,,1.205479452,52.52054795,53.7260274,Resignation,No Punishment,Kania,Party functionary,,,,,,,,,,
290,Poland,12/31/1944,6/18/1989,Polish United Workers' Party (PZPR),Politburo,"Woźniak, Marian",3/2/1936,3/23/1996,0,2/25/1982,6/14/1988,2/25/1982,7/16/1982,7/16/1982,7/14/1988,6.304109589,46.01643836,52.32054795,Demotion,No Punishment,Jaruzelski,Manager,,,,,,,,,,
290,Poland,12/31/1944,6/18/1989,Polish United Workers' Party (PZPR),Politburo,"Wroński, Zygmunt",3/30/1932,,0,4/30/1981,7/20/1981,,,4/30/1981,7/20/1981,0.221917808,49.11780822,49.33972603,Demotion,No Punishment,Kania,Engineer,,,,,,,,,,
290,Poland,12/31/1944,6/18/1989,Polish United Workers' Party (PZPR),Politburo,"Wrzaszczyk, Tadeusz",9/12/1932,6/1/2002,0,12/12/1975,8/24/1980,12/12/1975,2/15/1980,2/15/1980,8/24/1980,4.704109589,43.27671233,47.98082192,Demotion,No Punishment,Gierek,Engineer,,,,,,,,,,
290,Poland,12/31/1944,6/18/1989,Polish United Workers' Party (PZPR),Politburo,"Żabiński, Andrzej",5/28/1938,3/17/1988,0,8/24/1980,7/20/1981,8/24/1980,9/6/1980,9/6/1980,7/20/1981,0.904109589,42.27123288,43.17534247,Demotion,No Punishment,Kania,Sociologist,,,,,,,,,,
290,Poland,12/31/1944,6/18/1989,Polish United Workers' Party (PZPR),Politburo,"Zambrowski, Roman",7/15/1909,8/19/1977,0,12/12/1945,7/6/1963,,,12/12/1945,7/6/1963,17.57534247,36.43561644,54.0109589,Resignation,No Punishment,Gomułka,Party functionary,,,,,,,,,,
290,Poland,12/31/1944,6/18/1989,Polish United Workers' Party (PZPR),Politburo,"Żandarowski, Zdzisław",8/23/1929,7/4/1994,0,2/15/1980,8/24/1980,2/15/1980,8/24/1980,,,0.523287671,50.51506849,51.03835616,Demotion,No Punishment,Gierek,Lawyer,,,,,,,,,,
290,Poland,12/31/1944,6/18/1989,Polish United Workers' Party (PZPR),Politburo,"Zawadzki, Alekander",12/16/1899,8/7/1964,0,11/3/1948,8/7/1964,,,11/3/1948,8/7/1964,15.76986301,48.91506849,64.68493151,Death,,Gomułka,Worker,,,,,,,,,,
